Hour_Counter,2-hr,4-hr,8-hr,12-hr,24-hr,48-hr,120-hr
6653,3327,1664,832,555,278,139,56
6654,3327,1664,832,555,278,139,56
6655,3328,1664,832,555,278,139,56
6656,3328,1664,832,555,278,139,56
6657,3329,1665,833,555,278,139,56
6658,3329,1665,833,555,278,139,56
6659,3330,1665,833,555,278,139,56
6660,3330,1665,833,555,278,139,56
6661,3331,1666,833,556,278,139,56
6662,3331,1666,833,556,278,139,56
6663,3332,1666,833,556,278,139,56
6664,3332,1666,833,556,278,139,56
6665,3333,1667,834,556,278,139,56
6666,3333,1667,834,556,278,139,56
6667,3334,1667,834,556,278,139,56
6668,3334,1667,834,556,278,139,56
6669,3335,1668,834,556,278,139,56
6670,3335,1668,834,556,278,139,56
6671,3336,1668,834,556,278,139,56
6672,3336,1668,834,556,278,139,56
6673,3337,1669,835,557,279,140,56
6674,3337,1669,835,557,279,140,56
6675,3338,1669,835,557,279,140,56
6676,3338,1669,835,557,279,140,56
6677,3339,1670,835,557,279,140,56
6678,3339,1670,835,557,279,140,56
6679,3340,1670,835,557,279,140,56
6680,3340,1670,835,557,279,140,56
6681,3341,1671,836,557,279,140,56
6682,3341,1671,836,557,279,140,56
6683,3342,1671,836,557,279,140,56
6684,3342,1671,836,557,279,140,56
6685,3343,1672,836,558,279,140,56
6686,3343,1672,836,558,279,140,56
6687,3344,1672,836,558,279,140,56
6688,3344,1672,836,558,279,140,56
6689,3345,1673,837,558,279,140,56
6690,3345,1673,837,558,279,140,56
6691,3346,1673,837,558,279,140,56
6692,3346,1673,837,558,279,140,56
6693,3347,1674,837,558,279,140,56
6694,3347,1674,837,558,279,140,56
6695,3348,1674,837,558,279,140,56
6696,3348,1674,837,558,279,140,56
6697,3349,1675,838,559,280,140,56
6698,3349,1675,838,559,280,140,56
6699,3350,1675,838,559,280,140,56
6700,3350,1675,838,559,280,140,56
6701,3351,1676,838,559,280,140,56
6702,3351,1676,838,559,280,140,56
6703,3352,1676,838,559,280,140,56
6704,3352,1676,838,559,280,140,56
6705,3353,1677,839,559,280,140,56
6706,3353,1677,839,559,280,140,56
6707,3354,1677,839,559,280,140,56
6708,3354,1677,839,559,280,140,56
6709,3355,1678,839,560,280,140,56
6710,3355,1678,839,560,280,140,56
6711,3356,1678,839,560,280,140,56
6712,3356,1678,839,560,280,140,56
6713,3357,1679,840,560,280,140,56
6714,3357,1679,840,560,280,140,56
6715,3358,1679,840,560,280,140,56
6716,3358,1679,840,560,280,140,56
6717,3359,1680,840,560,280,140,56
6718,3359,1680,840,560,280,140,56
6719,3360,1680,840,560,280,140,56
6720,3360,1680,840,560,280,140,56
6721,3361,1681,841,561,281,141,57
6722,3361,1681,841,561,281,141,57
6723,3362,1681,841,561,281,141,57
6724,3362,1681,841,561,281,141,57
6725,3363,1682,841,561,281,141,57
6726,3363,1682,841,561,281,141,57
6727,3364,1682,841,561,281,141,57
6728,3364,1682,841,561,281,141,57
6729,3365,1683,842,561,281,141,57
6730,3365,1683,842,561,281,141,57
6731,3366,1683,842,561,281,141,57
6732,3366,1683,842,561,281,141,57
6733,3367,1684,842,562,281,141,57
6734,3367,1684,842,562,281,141,57
6735,3368,1684,842,562,281,141,57
6736,3368,1684,842,562,281,141,57
6737,3369,1685,843,562,281,141,57
6738,3369,1685,843,562,281,141,57
6739,3370,1685,843,562,281,141,57
6740,3370,1685,843,562,281,141,57
6741,3371,1686,843,562,281,141,57
6742,3371,1686,843,562,281,141,57
6743,3372,1686,843,562,281,141,57
6744,3372,1686,843,562,281,141,57
6745,3373,1687,844,563,282,141,57
6746,3373,1687,844,563,282,141,57
6747,3374,1687,844,563,282,141,57
6748,3374,1687,844,563,282,141,57
6749,3375,1688,844,563,282,141,57
6750,3375,1688,844,563,282,141,57
6751,3376,1688,844,563,282,141,57
6752,3376,1688,844,563,282,141,57
6753,3377,1689,845,563,282,141,57
6754,3377,1689,845,563,282,141,57
6755,3378,1689,845,563,282,141,57
6756,3378,1689,845,563,282,141,57
6757,3379,1690,845,564,282,141,57
6758,3379,1690,845,564,282,141,57
6759,3380,1690,845,564,282,141,57
6760,3380,1690,845,564,282,141,57
6761,3381,1691,846,564,282,141,57
6762,3381,1691,846,564,282,141,57
6763,3382,1691,846,564,282,141,57
6764,3382,1691,846,564,282,141,57
6765,3383,1692,846,564,282,141,57
6766,3383,1692,846,564,282,141,57
6767,3384,1692,846,564,282,141,57
6768,3384,1692,846,564,282,141,57
6769,3385,1693,847,565,283,142,57
6770,3385,1693,847,565,283,142,57
6771,3386,1693,847,565,283,142,57
6772,3386,1693,847,565,283,142,57
6773,3387,1694,847,565,283,142,57
6774,3387,1694,847,565,283,142,57
6775,3388,1694,847,565,283,142,57
6776,3388,1694,847,565,283,142,57
6777,3389,1695,848,565,283,142,57
6778,3389,1695,848,565,283,142,57
6779,3390,1695,848,565,283,142,57
6780,3390,1695,848,565,283,142,57
6781,3391,1696,848,566,283,142,57
6782,3391,1696,848,566,283,142,57
6783,3392,1696,848,566,283,142,57
6784,3392,1696,848,566,283,142,57
6785,3393,1697,849,566,283,142,57
6786,3393,1697,849,566,283,142,57
6787,3394,1697,849,566,283,142,57
6788,3394,1697,849,566,283,142,57
6789,3395,1698,849,566,283,142,57
6790,3395,1698,849,566,283,142,57
6791,3396,1698,849,566,283,142,57
6792,3396,1698,849,566,283,142,57
6793,3397,1699,850,567,284,142,57
6794,3397,1699,850,567,284,142,57
6795,3398,1699,850,567,284,142,57
6796,3398,1699,850,567,284,142,57
6797,3399,1700,850,567,284,142,57
6798,3399,1700,850,567,284,142,57
6799,3400,1700,850,567,284,142,57
6800,3400,1700,850,567,284,142,57
6801,3401,1701,851,567,284,142,57
6802,3401,1701,851,567,284,142,57
6803,3402,1701,851,567,284,142,57
6804,3402,1701,851,567,284,142,57
6805,3403,1702,851,568,284,142,57
6806,3403,1702,851,568,284,142,57
6807,3404,1702,851,568,284,142,57
6808,3404,1702,851,568,284,142,57
6809,3405,1703,852,568,284,142,57
6810,3405,1703,852,568,284,142,57
6811,3406,1703,852,568,284,142,57
6812,3406,1703,852,568,284,142,57
6813,3407,1704,852,568,284,142,57
6814,3407,1704,852,568,284,142,57
6815,3408,1704,852,568,284,142,57
6816,3408,1704,852,568,284,142,57
6817,3409,1705,853,569,285,143,57
6818,3409,1705,853,569,285,143,57
6819,3410,1705,853,569,285,143,57
6820,3410,1705,853,569,285,143,57
6821,3411,1706,853,569,285,143,57
6822,3411,1706,853,569,285,143,57
6823,3412,1706,853,569,285,143,57
6824,3412,1706,853,569,285,143,57
6825,3413,1707,854,569,285,143,57
6826,3413,1707,854,569,285,143,57
6827,3414,1707,854,569,285,143,57
6828,3414,1707,854,569,285,143,57
6829,3415,1708,854,570,285,143,57
6830,3415,1708,854,570,285,143,57
6831,3416,1708,854,570,285,143,57
6832,3416,1708,854,570,285,143,57
6833,3417,1709,855,570,285,143,57
6834,3417,1709,855,570,285,143,57
6835,3418,1709,855,570,285,143,57
6836,3418,1709,855,570,285,143,57
6837,3419,1710,855,570,285,143,57
6838,3419,1710,855,570,285,143,57
6839,3420,1710,855,570,285,143,57
6840,3420,1710,855,570,285,143,57
6841,3421,1711,856,571,286,143,58
6842,3421,1711,856,571,286,143,58
6843,3422,1711,856,571,286,143,58
6844,3422,1711,856,571,286,143,58
6845,3423,1712,856,571,286,143,58
6846,3423,1712,856,571,286,143,58
6847,3424,1712,856,571,286,143,58
6848,3424,1712,856,571,286,143,58
6849,3425,1713,857,571,286,143,58
6850,3425,1713,857,571,286,143,58
6851,3426,1713,857,571,286,143,58
6852,3426,1713,857,571,286,143,58
6853,3427,1714,857,572,286,143,58
6854,3427,1714,857,572,286,143,58
6855,3428,1714,857,572,286,143,58
6856,3428,1714,857,572,286,143,58
6857,3429,1715,858,572,286,143,58
6858,3429,1715,858,572,286,143,58
6859,3430,1715,858,572,286,143,58
6860,3430,1715,858,572,286,143,58
6861,3431,1716,858,572,286,143,58
6862,3431,1716,858,572,286,143,58
6863,3432,1716,858,572,286,143,58
6864,3432,1716,858,572,286,143,58
6865,3433,1717,859,573,287,144,58
6866,3433,1717,859,573,287,144,58
6867,3434,1717,859,573,287,144,58
6868,3434,1717,859,573,287,144,58
6869,3435,1718,859,573,287,144,58
6870,3435,1718,859,573,287,144,58
6871,3436,1718,859,573,287,144,58
6872,3436,1718,859,573,287,144,58
6873,3437,1719,860,573,287,144,58
6874,3437,1719,860,573,287,144,58
6875,3438,1719,860,573,287,144,58
6876,3438,1719,860,573,287,144,58
6877,3439,1720,860,574,287,144,58
6878,3439,1720,860,574,287,144,58
6879,3440,1720,860,574,287,144,58
6880,3440,1720,860,574,287,144,58
6881,3441,1721,861,574,287,144,58
6882,3441,1721,861,574,287,144,58
6883,3442,1721,861,574,287,144,58
6884,3442,1721,861,574,287,144,58
6885,3443,1722,861,574,287,144,58
6886,3443,1722,861,574,287,144,58
6887,3444,1722,861,574,287,144,58
6888,3444,1722,861,574,287,144,58
6889,3445,1723,862,575,288,144,58
6890,3445,1723,862,575,288,144,58
6891,3446,1723,862,575,288,144,58
6892,3446,1723,862,575,288,144,58
6893,3447,1724,862,575,288,144,58
6894,3447,1724,862,575,288,144,58
6895,3448,1724,862,575,288,144,58
6896,3448,1724,862,575,288,144,58
6897,3449,1725,863,575,288,144,58
6898,3449,1725,863,575,288,144,58
6899,3450,1725,863,575,288,144,58
6900,3450,1725,863,575,288,144,58
6901,3451,1726,863,576,288,144,58
6902,3451,1726,863,576,288,144,58
6903,3452,1726,863,576,288,144,58
6904,3452,1726,863,576,288,144,58
6905,3453,1727,864,576,288,144,58
6906,3453,1727,864,576,288,144,58
6907,3454,1727,864,576,288,144,58
6908,3454,1727,864,576,288,144,58
6909,3455,1728,864,576,288,144,58
6910,3455,1728,864,576,288,144,58
6911,3456,1728,864,576,288,144,58
6912,3456,1728,864,576,288,144,58
6913,3457,1729,865,577,289,145,58
6914,3457,1729,865,577,289,145,58
6915,3458,1729,865,577,289,145,58
6916,3458,1729,865,577,289,145,58
6917,3459,1730,865,577,289,145,58
6918,3459,1730,865,577,289,145,58
6919,3460,1730,865,577,289,145,58
6920,3460,1730,865,577,289,145,58
6921,3461,1731,866,577,289,145,58
6922,3461,1731,866,577,289,145,58
6923,3462,1731,866,577,289,145,58
6924,3462,1731,866,577,289,145,58
6925,3463,1732,866,578,289,145,58
6926,3463,1732,866,578,289,145,58
6927,3464,1732,866,578,289,145,58
6928,3464,1732,866,578,289,145,58
6929,3465,1733,867,578,289,145,58
6930,3465,1733,867,578,289,145,58
6931,3466,1733,867,578,289,145,58
6932,3466,1733,867,578,289,145,58
6933,3467,1734,867,578,289,145,58
6934,3467,1734,867,578,289,145,58
6935,3468,1734,867,578,289,145,58
6936,3468,1734,867,578,289,145,58
6937,3469,1735,868,579,290,145,58
6938,3469,1735,868,579,290,145,58
6939,3470,1735,868,579,290,145,58
6940,3470,1735,868,579,290,145,58
6941,3471,1736,868,579,290,145,58
6942,3471,1736,868,579,290,145,58
6943,3472,1736,868,579,290,145,58
6944,3472,1736,868,579,290,145,58
6945,3473,1737,869,579,290,145,58
6946,3473,1737,869,579,290,145,58
6947,3474,1737,869,579,290,145,58
6948,3474,1737,869,579,290,145,58
6949,3475,1738,869,580,290,145,58
6950,3475,1738,869,580,290,145,58
6951,3476,1738,869,580,290,145,58
6952,3476,1738,869,580,290,145,58
6953,3477,1739,870,580,290,145,58
6954,3477,1739,870,580,290,145,58
6955,3478,1739,870,580,290,145,58
6956,3478,1739,870,580,290,145,58
6957,3479,1740,870,580,290,145,58
6958,3479,1740,870,580,290,145,58
6959,3480,1740,870,580,290,145,58
6960,3480,1740,870,580,290,145,58
6961,3481,1741,871,581,291,146,59
6962,3481,1741,871,581,291,146,59
6963,3482,1741,871,581,291,146,59
6964,3482,1741,871,581,291,146,59
6965,3483,1742,871,581,291,146,59
6966,3483,1742,871,581,291,146,59
6967,3484,1742,871,581,291,146,59
6968,3484,1742,871,581,291,146,59
6969,3485,1743,872,581,291,146,59
6970,3485,1743,872,581,291,146,59
6971,3486,1743,872,581,291,146,59
6972,3486,1743,872,581,291,146,59
6973,3487,1744,872,582,291,146,59
6974,3487,1744,872,582,291,146,59
6975,3488,1744,872,582,291,146,59
6976,3488,1744,872,582,291,146,59
6977,3489,1745,873,582,291,146,59
6978,3489,1745,873,582,291,146,59
6979,3490,1745,873,582,291,146,59
6980,3490,1745,873,582,291,146,59
6981,3491,1746,873,582,291,146,59
6982,3491,1746,873,582,291,146,59
6983,3492,1746,873,582,291,146,59
6984,3492,1746,873,582,291,146,59
6985,3493,1747,874,583,292,146,59
6986,3493,1747,874,583,292,146,59
6987,3494,1747,874,583,292,146,59
6988,3494,1747,874,583,292,146,59
6989,3495,1748,874,583,292,146,59
6990,3495,1748,874,583,292,146,59
6991,3496,1748,874,583,292,146,59
6992,3496,1748,874,583,292,146,59
6993,3497,1749,875,583,292,146,59
6994,3497,1749,875,583,292,146,59
6995,3498,1749,875,583,292,146,59
6996,3498,1749,875,583,292,146,59
6997,3499,1750,875,584,292,146,59
6998,3499,1750,875,584,292,146,59
6999,3500,1750,875,584,292,146,59
7000,3500,1750,875,584,292,146,59
7001,3501,1751,876,584,292,146,59
7002,3501,1751,876,584,292,146,59
7003,3502,1751,876,584,292,146,59
7004,3502,1751,876,584,292,146,59
7005,3503,1752,876,584,292,146,59
7006,3503,1752,876,584,292,146,59
7007,3504,1752,876,584,292,146,59
7008,3504,1752,876,584,292,146,59
7009,3505,1753,877,585,293,147,59
7010,3505,1753,877,585,293,147,59
7011,3506,1753,877,585,293,147,59
7012,3506,1753,877,585,293,147,59
7013,3507,1754,877,585,293,147,59
7014,3507,1754,877,585,293,147,59
7015,3508,1754,877,585,293,147,59
7016,3508,1754,877,585,293,147,59
7017,3509,1755,878,585,293,147,59
7018,3509,1755,878,585,293,147,59
7019,3510,1755,878,585,293,147,59
7020,3510,1755,878,585,293,147,59
7021,3511,1756,878,586,293,147,59
7022,3511,1756,878,586,293,147,59
7023,3512,1756,878,586,293,147,59
7024,3512,1756,878,586,293,147,59
7025,3513,1757,879,586,293,147,59
7026,3513,1757,879,586,293,147,59
7027,3514,1757,879,586,293,147,59
7028,3514,1757,879,586,293,147,59
7029,3515,1758,879,586,293,147,59
7030,3515,1758,879,586,293,147,59
7031,3516,1758,879,586,293,147,59
7032,3516,1758,879,586,293,147,59
7033,3517,1759,880,587,294,147,59
7034,3517,1759,880,587,294,147,59
7035,3518,1759,880,587,294,147,59
7036,3518,1759,880,587,294,147,59
7037,3519,1760,880,587,294,147,59
7038,3519,1760,880,587,294,147,59
7039,3520,1760,880,587,294,147,59
7040,3520,1760,880,587,294,147,59
7041,3521,1761,881,587,294,147,59
7042,3521,1761,881,587,294,147,59
7043,3522,1761,881,587,294,147,59
7044,3522,1761,881,587,294,147,59
7045,3523,1762,881,588,294,147,59
7046,3523,1762,881,588,294,147,59
7047,3524,1762,881,588,294,147,59
7048,3524,1762,881,588,294,147,59
7049,3525,1763,882,588,294,147,59
7050,3525,1763,882,588,294,147,59
7051,3526,1763,882,588,294,147,59
7052,3526,1763,882,588,294,147,59
7053,3527,1764,882,588,294,147,59
7054,3527,1764,882,588,294,147,59
7055,3528,1764,882,588,294,147,59
7056,3528,1764,882,588,294,147,59
7057,3529,1765,883,589,295,148,59
7058,3529,1765,883,589,295,148,59
7059,3530,1765,883,589,295,148,59
7060,3530,1765,883,589,295,148,59
7061,3531,1766,883,589,295,148,59
7062,3531,1766,883,589,295,148,59
7063,3532,1766,883,589,295,148,59
7064,3532,1766,883,589,295,148,59
7065,3533,1767,884,589,295,148,59
7066,3533,1767,884,589,295,148,59
7067,3534,1767,884,589,295,148,59
7068,3534,1767,884,589,295,148,59
7069,3535,1768,884,590,295,148,59
7070,3535,1768,884,590,295,148,59
7071,3536,1768,884,590,295,148,59
7072,3536,1768,884,590,295,148,59
7073,3537,1769,885,590,295,148,59
7074,3537,1769,885,590,295,148,59
7075,3538,1769,885,590,295,148,59
7076,3538,1769,885,590,295,148,59
7077,3539,1770,885,590,295,148,59
7078,3539,1770,885,590,295,148,59
7079,3540,1770,885,590,295,148,59
7080,3540,1770,885,590,295,148,59
7081,3541,1771,886,591,296,148,60
7082,3541,1771,886,591,296,148,60
7083,3542,1771,886,591,296,148,60
7084,3542,1771,886,591,296,148,60
7085,3543,1772,886,591,296,148,60
7086,3543,1772,886,591,296,148,60
7087,3544,1772,886,591,296,148,60
7088,3544,1772,886,591,296,148,60
7089,3545,1773,887,591,296,148,60
7090,3545,1773,887,591,296,148,60
7091,3546,1773,887,591,296,148,60
7092,3546,1773,887,591,296,148,60
7093,3547,1774,887,592,296,148,60
7094,3547,1774,887,592,296,148,60
7095,3548,1774,887,592,296,148,60
7096,3548,1774,887,592,296,148,60
7097,3549,1775,888,592,296,148,60
7098,3549,1775,888,592,296,148,60
7099,3550,1775,888,592,296,148,60
7100,3550,1775,888,592,296,148,60
7101,3551,1776,888,592,296,148,60
7102,3551,1776,888,592,296,148,60
7103,3552,1776,888,592,296,148,60
7104,3552,1776,888,592,296,148,60
7105,3553,1777,889,593,297,149,60
7106,3553,1777,889,593,297,149,60
7107,3554,1777,889,593,297,149,60
7108,3554,1777,889,593,297,149,60
7109,3555,1778,889,593,297,149,60
7110,3555,1778,889,593,297,149,60
7111,3556,1778,889,593,297,149,60
7112,3556,1778,889,593,297,149,60
7113,3557,1779,890,593,297,149,60
7114,3557,1779,890,593,297,149,60
7115,3558,1779,890,593,297,149,60
7116,3558,1779,890,593,297,149,60
7117,3559,1780,890,594,297,149,60
7118,3559,1780,890,594,297,149,60
7119,3560,1780,890,594,297,149,60
7120,3560,1780,890,594,297,149,60
7121,3561,1781,891,594,297,149,60
7122,3561,1781,891,594,297,149,60
7123,3562,1781,891,594,297,149,60
7124,3562,1781,891,594,297,149,60
7125,3563,1782,891,594,297,149,60
7126,3563,1782,891,594,297,149,60
7127,3564,1782,891,594,297,149,60
7128,3564,1782,891,594,297,149,60
7129,3565,1783,892,595,298,149,60
7130,3565,1783,892,595,298,149,60
7131,3566,1783,892,595,298,149,60
7132,3566,1783,892,595,298,149,60
7133,3567,1784,892,595,298,149,60
7134,3567,1784,892,595,298,149,60
7135,3568,1784,892,595,298,149,60
7136,3568,1784,892,595,298,149,60
7137,3569,1785,893,595,298,149,60
7138,3569,1785,893,595,298,149,60
7139,3570,1785,893,595,298,149,60
7140,3570,1785,893,595,298,149,60
7141,3571,1786,893,596,298,149,60
7142,3571,1786,893,596,298,149,60
7143,3572,1786,893,596,298,149,60
7144,3572,1786,893,596,298,149,60
7145,3573,1787,894,596,298,149,60
7146,3573,1787,894,596,298,149,60
7147,3574,1787,894,596,298,149,60
7148,3574,1787,894,596,298,149,60
7149,3575,1788,894,596,298,149,60
7150,3575,1788,894,596,298,149,60
7151,3576,1788,894,596,298,149,60
7152,3576,1788,894,596,298,149,60
7153,3577,1789,895,597,299,150,60
7154,3577,1789,895,597,299,150,60
7155,3578,1789,895,597,299,150,60
7156,3578,1789,895,597,299,150,60
7157,3579,1790,895,597,299,150,60
7158,3579,1790,895,597,299,150,60
7159,3580,1790,895,597,299,150,60
7160,3580,1790,895,597,299,150,60
7161,3581,1791,896,597,299,150,60
7162,3581,1791,896,597,299,150,60
7163,3582,1791,896,597,299,150,60
7164,3582,1791,896,597,299,150,60
7165,3583,1792,896,598,299,150,60
7166,3583,1792,896,598,299,150,60
7167,3584,1792,896,598,299,150,60
7168,3584,1792,896,598,299,150,60
7169,3585,1793,897,598,299,150,60
7170,3585,1793,897,598,299,150,60
7171,3586,1793,897,598,299,150,60
7172,3586,1793,897,598,299,150,60
7173,3587,1794,897,598,299,150,60
7174,3587,1794,897,598,299,150,60
7175,3588,1794,897,598,299,150,60
7176,3588,1794,897,598,299,150,60
7177,3589,1795,898,599,300,150,60
7178,3589,1795,898,599,300,150,60
7179,3590,1795,898,599,300,150,60
7180,3590,1795,898,599,300,150,60
7181,3591,1796,898,599,300,150,60
7182,3591,1796,898,599,300,150,60
7183,3592,1796,898,599,300,150,60
7184,3592,1796,898,599,300,150,60
7185,3593,1797,899,599,300,150,60
7186,3593,1797,899,599,300,150,60
7187,3594,1797,899,599,300,150,60
7188,3594,1797,899,599,300,150,60
7189,3595,1798,899,600,300,150,60
7190,3595,1798,899,600,300,150,60
7191,3596,1798,899,600,300,150,60
7192,3596,1798,899,600,300,150,60
7193,3597,1799,900,600,300,150,60
7194,3597,1799,900,600,300,150,60
7195,3598,1799,900,600,300,150,60
7196,3598,1799,900,600,300,150,60
7197,3599,1800,900,600,300,150,60
7198,3599,1800,900,600,300,150,60
7199,3600,1800,900,600,300,150,60
7200,3600,1800,900,600,300,150,60
7201,3601,1801,901,601,301,151,61
7202,3601,1801,901,601,301,151,61
7203,3602,1801,901,601,301,151,61
7204,3602,1801,901,601,301,151,61
7205,3603,1802,901,601,301,151,61
7206,3603,1802,901,601,301,151,61
7207,3604,1802,901,601,301,151,61
7208,3604,1802,901,601,301,151,61
7209,3605,1803,902,601,301,151,61
7210,3605,1803,902,601,301,151,61
7211,3606,1803,902,601,301,151,61
7212,3606,1803,902,601,301,151,61
7213,3607,1804,902,602,301,151,61
7214,3607,1804,902,602,301,151,61
7215,3608,1804,902,602,301,151,61
7216,3608,1804,902,602,301,151,61
7217,3609,1805,903,602,301,151,61
7218,3609,1805,903,602,301,151,61
7219,3610,1805,903,602,301,151,61
7220,3610,1805,903,602,301,151,61
7221,3611,1806,903,602,301,151,61
7222,3611,1806,903,602,301,151,61
7223,3612,1806,903,602,301,151,61
7224,3612,1806,903,602,301,151,61
7225,3613,1807,904,603,302,151,61
7226,3613,1807,904,603,302,151,61
7227,3614,1807,904,603,302,151,61
7228,3614,1807,904,603,302,151,61
7229,3615,1808,904,603,302,151,61
7230,3615,1808,904,603,302,151,61
7231,3616,1808,904,603,302,151,61
7232,3616,1808,904,603,302,151,61
7233,3617,1809,905,603,302,151,61
7234,3617,1809,905,603,302,151,61
7235,3618,1809,905,603,302,151,61
7236,3618,1809,905,603,302,151,61
7237,3619,1810,905,604,302,151,61
7238,3619,1810,905,604,302,151,61
7239,3620,1810,905,604,302,151,61
7240,3620,1810,905,604,302,151,61
7241,3621,1811,906,604,302,151,61
7242,3621,1811,906,604,302,151,61
7243,3622,1811,906,604,302,151,61
7244,3622,1811,906,604,302,151,61
7245,3623,1812,906,604,302,151,61
7246,3623,1812,906,604,302,151,61
7247,3624,1812,906,604,302,151,61
7248,3624,1812,906,604,302,151,61
7249,3625,1813,907,605,303,152,61
7250,3625,1813,907,605,303,152,61
7251,3626,1813,907,605,303,152,61
7252,3626,1813,907,605,303,152,61
7253,3627,1814,907,605,303,152,61
7254,3627,1814,907,605,303,152,61
7255,3628,1814,907,605,303,152,61
7256,3628,1814,907,605,303,152,61
7257,3629,1815,908,605,303,152,61
7258,3629,1815,908,605,303,152,61
7259,3630,1815,908,605,303,152,61
7260,3630,1815,908,605,303,152,61
7261,3631,1816,908,606,303,152,61
7262,3631,1816,908,606,303,152,61
7263,3632,1816,908,606,303,152,61
7264,3632,1816,908,606,303,152,61
7265,3633,1817,909,606,303,152,61
7266,3633,1817,909,606,303,152,61
7267,3634,1817,909,606,303,152,61
7268,3634,1817,909,606,303,152,61
7269,3635,1818,909,606,303,152,61
7270,3635,1818,909,606,303,152,61
7271,3636,1818,909,606,303,152,61
7272,3636,1818,909,606,303,152,61
7273,3637,1819,910,607,304,152,61
7274,3637,1819,910,607,304,152,61
7275,3638,1819,910,607,304,152,61
7276,3638,1819,910,607,304,152,61
7277,3639,1820,910,607,304,152,61
7278,3639,1820,910,607,304,152,61
7279,3640,1820,910,607,304,152,61
7280,3640,1820,910,607,304,152,61
7281,3641,1821,911,607,304,152,61
7282,3641,1821,911,607,304,152,61
7283,3642,1821,911,607,304,152,61
7284,3642,1821,911,607,304,152,61
7285,3643,1822,911,608,304,152,61
7286,3643,1822,911,608,304,152,61
7287,3644,1822,911,608,304,152,61
7288,3644,1822,911,608,304,152,61
7289,3645,1823,912,608,304,152,61
7290,3645,1823,912,608,304,152,61
7291,3646,1823,912,608,304,152,61
7292,3646,1823,912,608,304,152,61
7293,3647,1824,912,608,304,152,61
7294,3647,1824,912,608,304,152,61
7295,3648,1824,912,608,304,152,61
7296,3648,1824,912,608,304,152,61
7297,3649,1825,913,609,305,153,61
7298,3649,1825,913,609,305,153,61
7299,3650,1825,913,609,305,153,61
7300,3650,1825,913,609,305,153,61
7301,3651,1826,913,609,305,153,61
7302,3651,1826,913,609,305,153,61
7303,3652,1826,913,609,305,153,61
7304,3652,1826,913,609,305,153,61
7305,3653,1827,914,609,305,153,61
7306,3653,1827,914,609,305,153,61
7307,3654,1827,914,609,305,153,61
7308,3654,1827,914,609,305,153,61
7309,3655,1828,914,610,305,153,61
7310,3655,1828,914,610,305,153,61
7311,3656,1828,914,610,305,153,61
7312,3656,1828,914,610,305,153,61
7313,3657,1829,915,610,305,153,61
7314,3657,1829,915,610,305,153,61
7315,3658,1829,915,610,305,153,61
7316,3658,1829,915,610,305,153,61
7317,3659,1830,915,610,305,153,61
7318,3659,1830,915,610,305,153,61
7319,3660,1830,915,610,305,153,61
7320,3660,1830,915,610,305,153,61
7321,3661,1831,916,611,306,153,62
7322,3661,1831,916,611,306,153,62
7323,3662,1831,916,611,306,153,62
7324,3662,1831,916,611,306,153,62
7325,3663,1832,916,611,306,153,62
7326,3663,1832,916,611,306,153,62
7327,3664,1832,916,611,306,153,62
7328,3664,1832,916,611,306,153,62
7329,3665,1833,917,611,306,153,62
7330,3665,1833,917,611,306,153,62
7331,3666,1833,917,611,306,153,62
7332,3666,1833,917,611,306,153,62
7333,3667,1834,917,612,306,153,62
7334,3667,1834,917,612,306,153,62
7335,3668,1834,917,612,306,153,62
7336,3668,1834,917,612,306,153,62
7337,3669,1835,918,612,306,153,62
7338,3669,1835,918,612,306,153,62
7339,3670,1835,918,612,306,153,62
7340,3670,1835,918,612,306,153,62
7341,3671,1836,918,612,306,153,62
7342,3671,1836,918,612,306,153,62
7343,3672,1836,918,612,306,153,62
7344,3672,1836,918,612,306,153,62
7345,3673,1837,919,613,307,154,62
7346,3673,1837,919,613,307,154,62
7347,3674,1837,919,613,307,154,62
7348,3674,1837,919,613,307,154,62
7349,3675,1838,919,613,307,154,62
7350,3675,1838,919,613,307,154,62
7351,3676,1838,919,613,307,154,62
7352,3676,1838,919,613,307,154,62
7353,3677,1839,920,613,307,154,62
7354,3677,1839,920,613,307,154,62
7355,3678,1839,920,613,307,154,62
7356,3678,1839,920,613,307,154,62
7357,3679,1840,920,614,307,154,62
7358,3679,1840,920,614,307,154,62
7359,3680,1840,920,614,307,154,62
7360,3680,1840,920,614,307,154,62
7361,3681,1841,921,614,307,154,62
7362,3681,1841,921,614,307,154,62
7363,3682,1841,921,614,307,154,62
7364,3682,1841,921,614,307,154,62
7365,3683,1842,921,614,307,154,62
7366,3683,1842,921,614,307,154,62
7367,3684,1842,921,614,307,154,62
7368,3684,1842,921,614,307,154,62
7369,3685,1843,922,615,308,154,62
7370,3685,1843,922,615,308,154,62
7371,3686,1843,922,615,308,154,62
7372,3686,1843,922,615,308,154,62
7373,3687,1844,922,615,308,154,62
7374,3687,1844,922,615,308,154,62
7375,3688,1844,922,615,308,154,62
7376,3688,1844,922,615,308,154,62
7377,3689,1845,923,615,308,154,62
7378,3689,1845,923,615,308,154,62
7379,3690,1845,923,615,308,154,62
7380,3690,1845,923,615,308,154,62
7381,3691,1846,923,616,308,154,62
7382,3691,1846,923,616,308,154,62
7383,3692,1846,923,616,308,154,62
7384,3692,1846,923,616,308,154,62
7385,3693,1847,924,616,308,154,62
7386,3693,1847,924,616,308,154,62
